순서,설치기관명,설치기관 주소,관할보건소,설치장소 주소,설치위치
634,남원소방서,"전라북도 남원시 요천로 1965, 남원소방서 (식정동)",남원시보건소,전라북도 남원시 식정동 448,구급차 내
635,남원소방서,"전라북도 남원시 요천로 1965, 남원소방서 (식정동)",남원시보건소,전라북도 남원시 향교동 780,구급차 내
636,남원시외버스터미널,전라북도 남원시 용성로 109,남원시보건소,전라북도 남원시 용성로 109,남원시외버스터미널
637,케이티링커스(주)전주지사,전라북도 남원시 용성로 109,남원시보건소,전라북도 남원시 용성로 109 (동충동),남원시외버스터미널옆
638,남원1차부영아파트관리사무소,전라북도 남원시 용성로 207 (도통동) 부영1차아파트,남원시보건소,전라북도 남원시 용성로 207 (도통동) 부영1차아파트,남원1차부영아파트관리사무소 내
639,남원교육문화회관수영장,전라북도 남원시 용성로 49 동충동 (동충동),남원시보건소,전라북도 남원시 용성로 49 동충동 (동충동),남원교육문화회관 수영장
640,남원교육문화회관본관,전라북도 남원시 용성로 49 동충동 (동충동),남원시보건소,전라북도 남원시 용성로 49 동충동 (동충동),남원교육문화회관 본관
641,공안보건진료소,전라북도 남원시 운봉읍 공안리 393-1,남원시보건소,전라북도 남원시 운봉읍 공안리 393-1,민원대기실
642,매요보건진료소,"전라북도 남원시 운봉읍 매요길 51, 매요보건진료소",남원시보건소,"전라북도 남원시 운봉읍 매요길 51, 매요보건진료소",환자대기실
643,지리산국립공원전북사무소운봉분소,"전라북도 남원시 운봉읍 바래봉길 139, 허브하우스",남원시보건소,"전라북도 남원시 운봉읍 바래봉길 139, 허브하우스",대기실 1층
644,운봉읍보건지소,전라북도 남원시 운봉읍 서천리 347-5,남원시보건소,전라북도 남원시 운봉읍 서천리 347-5,내과진료실
645,남원교육문화회관운봉본관,전라북도 남원시 운봉읍 서하길 7-8 운봉읍,남원시보건소,전라북도 남원시 운봉읍 서하길 7-8 남원교육문화회관 운봉본관,남원교육문화회관 운봉본관
646,장교보건진료소,전라북도 남원시 운봉읍 장교리 1062-10,남원시보건소,전라북도 남원시 운봉읍 장교리 1062-10,대기실
647,춘향골체육공원,전라북도 남원시 월락동,남원시보건소,전라북도 남원시 충정로 341 월락동 (월락동),춘향골체육공원 운동장 본부석
648,춘향골체육공원,전라북도 남원시 월락동,남원시보건소,전라북도 남원시 월락동,1층의무실
649,이백면보건지소,전라북도 남원시 이백면 과립리 637-1,남원시보건소,전라북도 남원시 이백면 과립리 637-1,대기실
650,남계보건진료소,전라북도 남원시 이백면 남계리 826-2,남원시보건소,전라북도 남원시 이백면 남계리 826-2,진료실
651,남원장애인종합복지관,"전라북도 남원시 이백면 닭뫼안길 87, 남원장애인종합복지관",남원시보건소,"전라북도 남원시 이백면 닭뫼안길 87, 남원장애인종합복지관",장애인 복지관 1층
652,이백문화체육센터,전라북도 남원시 이백면 서곡리 333,남원시보건소,전라북도 남원시 이백면 서곡리 333,체육센터사무실내
653,이백면사무소,전라북도 남원시 이백면 입촌길 16,남원시보건소,전라북도 남원시 이백면 입촌길 16,면사무소 내
654,건지보건진료소,전라북도 남원시 인월면 건지리 367-1,남원시보건소,전라북도 남원시 인월면 건지리 367-1,건강증진실
655,인월보건지소,전라북도 남원시 인월면 서무리 635-3,남원시보건소,전라북도 남원시 인월면 서무리 635-3,1층민원대기실
656,남원시보건소,전라북도 남원시 조산동 455,남원시보건소,전라북도 남원시 요천로 1285 조산동 (조산동),치매안심센터
657,남원시보건소,전라북도 남원시 조산동 455,남원시보건소,전라북도 남원시 요천로 1285,구급차내
658,남원시보건소,전라북도 남원시 조산동 455,남원시보건소,전라북도 남원시 조산동 455,민원실 옆 로비
659,남원시보건소,"전라북도 남원시 주생면 상도길 20, 도산보건진료소",남원시보건소,전라북도 남원시 도통동 남원시청,남원시청 민원실
660,남원시보건소,"전라북도 남원시 주생면 상도길 20, 도산보건진료소",남원시보건소,"전라북도 남원시 주생면 상도길 20, 도산보건진료소",민원대기실
661,주생면사무소,전라북도 남원시 주생면 요천로 821,남원시보건소,전라북도 남원시 주생면 요천로 821,주생면사무소 내
662,하주보건진료소,전라북도 남원시 주천면 고주로 1274,남원시보건소,전라북도 남원시 주천면 고주로 1274,1층건강증진실
663,덕치보건진료소,전라북도 남원시 주천면 덕치리 2-11,남원시보건소,전라북도 남원시 주천면 덕치리 2-11,1층민원대기실
664,주천보건지소,전라북도 남원시 주천면 장안리 82-2,남원시보건소,전라북도 남원시 주천면 장안리 82-2,1층민원대기실
665,지리산국립공원전북사무소구룡탐방지원센터,"전라북도 남원시 주천면 정령치로 291, 지리산탐방지원센터",남원시보건소,"전라북도 남원시 주천면 정령치로 291, 지리산탐방지원센터",지리산국립공원전북사무소 탐방지원센터 대기실 1층
666,사무실(광한루원내),전라북도 남원시 천거동,남원시보건소,전라북도 남원시 천거동,광한루 사무실내
667,남원고속버스터미널,전라북도 남원시 춘향로 78,남원시보건소,전라북도 남원시 춘향로 78,남원고속버스터미널
668,롯데쇼핑(주)롯데마트남원점,전라북도 남원시 춘향로 96 향교동 (향교동),남원시보건소,전라북도 남원시 춘향로 96 향교동 (향교동),롯데쇼핑(주)롯데마트남원점
669,남원병원,"전라북도 남원시 충정로 115, 삼성병원 (향교동)",남원시보건소,"전라북도 남원시 충정로 115, 삼성병원 (향교동)",구급차내
670,남원병원,"전라북도 남원시 충정로 115, 삼성병원 (향교동)",남원시보건소,전라북도 남원시 충정로 115 향교동 (향교동),남원병원 야간진료실
671,남원스포츠클라이밍,전라북도 남원시 충정로 341,남원시보건소,전라북도 남원시 충정로 341,남원스포츠 클라이밍장
672,한빛요양병원,전라북도 남원시 향단로 28,남원시보건소,전라북도 남원시 향단로 28 향교동 (쌍교동),2층 비상계단
673,동충동주민센터,전라북도 남원시 향단로 86,남원시보건소,전라북도 남원시 향단로 86,동충동 주민센터
674,전라북도무주교육지원청,전라북도 무주군 무주읍 단천로5길 22,무주군보건의료원,전라북도 무주군 무주읍 단천로5길 22,청사 본관 내부 현관문 옆
675,무주중학교,전라북도 무주군 무주읍 신교로 1,무주군보건의료원,전라북도 무주군 무주읍 신교로 1,성실관(본관) 2층 현관
676,무주군건강가정다문화가족지원센터,전라북도 무주군 무주읍 신교로2길 17,무주군보건의료원,전라북도 무주군 무주읍 신교로2길 17,시설 내 공동육아나눔터 내부
677,무주군청,전라북도 무주군 무주읍 읍내리 무주군청,무주군보건의료원,전라북도 무주군 무주읍 당산리 119-3,예체문화관 수영장
678,무주군청,전라북도 무주군 무주읍 읍내리 무주군청,무주군보건의료원,전라북도 무주군 무주읍 읍내리 무주군청,민원봉사과
679,전북무주군무주읍장터로26(휴먼시아@),전라북도 무주군 무주읍 장터로 26 무주남대천휴먼시아,무주군보건의료원,전라북도 무주군 무주읍 장터로 26 무주남대천휴먼시아,휴먼시아 아파트 관리사무소
680,무주고등학교,전라북도 무주군 무주읍 한수로 32,무주군보건의료원,전라북도 무주군 무주읍 한수로 32,본관 현관 1층 중앙
681,무주군보건의료원,전라북도 무주군 무주읍 한풍로 413,무주군보건의료원,전라북도 무주군 무주읍 한풍로 413,응급실
682,무주군청예체문화관,전라북도 무주군 무주읍 한풍루로 326-17 예체문화관,무주군보건의료원,전라북도 무주군 무주읍 한풍루로 326-14 등나무운동장,등나무운동장
683,무주군청예체문화관,전라북도 무주군 무주읍 한풍루로 326-17 예체문화관,무주군보건의료원,전라북도 무주군 무주읍 한풍루로 326-28 반딧불체육관,반딧불체육관
684,무주군청예체문화관,전라북도 무주군 무주읍 한풍루로 326-17 예체문화관,무주군보건의료원,전라북도 무주군 무주읍 한풍루로 326-17 예체문화관 1층 로비,예체문화관 1층 로비
685,무주청소년수련관,"전라북도 무주군 무주읍 한풍루로 326-34, 무주청소년수련관",무주군보건의료원,"전라북도 무주군 무주읍 한풍루로 326-34, 무주청소년수련관",무주청소년수련관 1층 로비
686,치매안심센터,전라북도 무주군 무주읍 한풍루로 413,무주군보건의료원,전라북도 무주군 무주읍 한풍루로 413,복도 안쪽 끝
687,무주군보건의료원,"전라북도 무주군 무주읍 한풍루로 413, 무주군보건의료원",무주군보건의료원,"전라북도 무주군 무주읍 한풍루로 413, 무주군보건의료원",앰블란스
688,무주노인종합복지관,"전라북도 무주군 무주읍 한풍루로 425, 무주종합복지관",무주군보건의료원,"전라북도 무주군 무주읍 한풍루로 425, 무주종합복지관",별관 경로식당
689,무주노인종합복지관,"전라북도 무주군 무주읍 한풍루로 425, 무주종합복지관",무주군보건의료원,"전라북도 무주군 무주읍 한풍루로 425, 무주종합복지관",지하 1층 복도
690,무주노인종합복지관,"전라북도 무주군 무주읍 한풍루로 425, 무주종합복지관",무주군보건의료원,"전라북도 무주군 무주읍 한풍루로 425, 무주종합복지관",2층 배움터 앞 복도
691,무주노인종합복지관,"전라북도 무주군 무주읍 한풍루로 425, 무주종합복지관",무주군보건의료원,"전라북도 무주군 무주읍 한풍루로 425, 무주종합복지관",1층 컴퓨터실 앞 복도
692,평화요양원,"전라북도 무주군 무주읍 한풍루로 427, 평화요양원",무주군보건의료원,"전라북도 무주군 무주읍 한풍루로 427, 평화요양원",전관 로비
693,무주읍행정복지센터,전라북도 무주군 무주읍 향학로 49,무주군보건의료원,전라북도 무주군 무주읍 주계로 34,반딧불장터 내
694,무주읍행정복지센터,전라북도 무주군 무주읍 향학로 49,무주군보건의료원,전라북도 무주군 무주읍 잠두길 6,잠두마을회관
695,무주읍행정복지센터,전라북도 무주군 무주읍 향학로 49,무주군보건의료원,전라북도 무주군 무주읍 추동길 20,추동마을회관
696,무주읍행정복지센터,전라북도 무주군 무주읍 향학로 49,무주군보건의료원,전라북도 무주군 무주읍 서면길 30,서면생활문화관
