"본부명","지사명","표준시설코드","시설명","대피소명","소재지","전화번호","수용가능인원"
"전남","해남.완도","4682010057","송산","목포한국병원","전라남도 목포시","061-270-5666",""
"전남","해남.완도","4682010057","송산","한국전기안전공사","전라남도 해남군 해남읍 해리","061-433-8891",""
"전남","해남.완도","4682010057","송산","해양경비서","전라남도 완도군","061-550-2541",""
"전남","해남.완도","4682010057","송산","'22년 해남군","전라남도 해남군 해남읍 해리","061-530-5923",""
"전남","해남.완도","4682010057","송산","한국가스안전공사","전라남도 해남군 해남읍","061-803-9556",""
"전남","해남.완도","4682010057","송산","KBS전주방송총국","전라북도 전주시","063-270-7100",""
"전남","해남.완도","4682010057","송산","소방서","전라남도 해남군 해남읍 해리","061-530-0892",""
"전남","해남.완도","4682010057","송산","'22년 전라남도 재난안전대책본부","전라남도 무안군 삼향읍 남악리","061-286-6210",""
"전남","영광","4687010154","용암","용암경로당","전라남도 영광군 군남면 용암리","","60"
"전남","영광","4687010154","용암","대창교회","전라남도 영광군 군남면 용암리","061-352-4413","103"
"전남","영광","4687010154","용암","대창초록권역농촌체험학습장","전라남도 영광군 군남면 용암리","061-351-9770","224"
"전남","영광","4687010154","용암","대상초록권역농촌체험학습장","전라남도 영광군 군남면 용암리","061-351-9770",""
"전남","영광","4687010154","용암","영광군청","전라남도 영광군 영광읍 무령리","061-350-5482",""
"경남","밀양","4827010043","상항","밀양치즈스쿨","경상남도 밀양시 부북면 퇴로리","055-352-3550","152"
"경남","밀양","4827010043","상항","밀양연극촌(연희단거리패)","경상남도 밀양시 부북면 가산리","055-355-2308","91"
"경남","밀양","4827010043","상항","가산보건소","경상남도 밀양시 부북면 가산리","055-355-5355","30"
"경남","밀양","4827010043","상항","가산리마을회관","경상남도 밀양시 부북면 가산리","055-355-4064","38"
"경남","울산","3171010038","화산","명산초등학교","울산광역시 울주군 서생면 명산리","052-238-5567","500"
"경남","밀양","4827010197","소태","동산복지회관","경상남도 밀양시 무안면 동산리","","40"
"경남","밀양","4827010197","소태","근기마을회관","경상남도 밀양시 청도면 구기리","","22"
"경남","밀양","4827010197","소태","청도분회경로당","경상남도 밀양시 청도면 구기리","055-352-9371","66"
"경남","밀양","4827010197","소태","두곡회관","경상남도 밀양시 청도면 두곡리","","38"
"경남","밀양","4827010197","소태","당숲회관","경상남도 밀양시 청도면 구기리","055-351-0490","30"
"경남","밀양","4827010197","소태","청도면","경상남도 밀양시 청도면 구기리","055-352-9301",""
"경남","밀양","4827010197","소태","청도초등학교","경상남도 밀양시 청도면 두곡리","055-352-9056","139"
"경남","밀양","4827010197","소태","밀양중학교 청도분교장","경상남도 밀양시 청도면 소태리","055-351-1059","500"
"경남","창녕","4874010081","월곡","성산초등학교","경상남도 창녕군 성산면 정녕리","055-532-4737","180"
"경남","창녕","4874010081","월곡","본말마을회관","대구광역시 달성군 유가읍 본말리","","30"
"경남","창녕","4874010081","월곡","방리보건진료소","경상남도 창녕군 성산면 방리","055-530-7330","20"
"경남","창녕","4874010081","월곡","대합초등학교","경상남도 창녕군 대합면 십이리","055-532-3506","685"
"경남","창녕","4874010081","월곡","성산면사무소","경상남도 창녕군 성산면 냉천리","055-530-6660","50"
"경남","창녕","4874010081","월곡","성곡초등학교(성산정보화마을)","경상남도 창녕군 성산면 연당리","055-532-0334","200"
"경남","창녕","4874010081","월곡","냉천초등학교","경상남도 창녕군 성산면 정녕리","055-532-4040","150"
"경남","창녕","4874010081","월곡","성산중학교","경상남도 창녕군 성산면 정녕리","055-530-4052","400"
"경남","울산","3171010292","차리","반곡초등학교","울산광역시 울주군 언양읍 반곡리","052-263-6162","300"
"경남","울산","3171010292","차리","반곡초등학교","울산광역시 울주군 언양읍 반곡리","052-263-6162","300"
"경남","울산","3171010292","차리","두서초등학교","울산광역시 울주군 두서면 인보리","052-262-6071","300"
"경남","밀양","4827010039","덕곡","밀양시청","경상남도 밀양시 교동","055-359-5540",""
"경남","밀양","4827010039","덕곡","밀양고등학교","경상남도 밀양시 내이동","055-353-6741","230"
"경남","밀양","4827010039","덕곡","내이동주민센터","경상남도 밀양시 내이동","055-359-5813","30"
"경남","밀양","4827010039","덕곡","부북면사무소","경상남도 밀양시 부북면 운전리","055-253-8741","45"
"경남","밀양","4827010039","덕곡","제대마을회관","경상남도 밀양시 부북면 제대리","055-355-3201","13"
"경남","밀양","4827010039","덕곡","사포초등학교","경상남도 밀양시 부북면 전사포리","055-354-4462","132"
"경남","밀양","4827010039","덕곡","오례마을회관","경상남도 밀양시 부북면 오례리","055-353-4718","29"
"경남","밀양","4827010039","덕곡","부북초등학교","경상남도 밀양시 부북면 운전리","055-354-9005","389"
"경남","밀양","4827010014","숭진","인전복지회관","경상남도 밀양시 삼랑진읍 용성리","","21"
"경남","밀양","4827010014","숭진","청용마을회관","경상남도 밀양시 삼랑진읍 용성리","055-353-2622","20"
"경남","밀양","4827010014","숭진","청용복지회관","경상남도 밀양시 삼랑진읍 용성리","","30"
"경남","밀양","4827010014","숭진","청학리마을회관","경상남도 밀양시 삼랑진읍 청학리","055-352-5242","32"
"경남","밀양","4827010014","숭진","부산대학교 밀양캠퍼스","경상남도 밀양시 삼랑진읍 청학리","055-350-5100","4000"
"경남","울산","3120010028","정자","강동행복복지센터","울산광역시 북구 무룡동","052-295-9001",""
"경남","울산","3120010028","정자","강동중학교","울산광역시 북구 정자동","052-295-5870",""
"경남","울산","3120010028","정자","(구)강동중학교","울산광역시 북구 정자동","052-295-0010","350"
"경남","울산","3120010028","정자","강동행정복지센터","울산광역시 북구 정자동","052-295-9001","450"
"경남","울산","3120010028","정자","북정자회관","울산광역시 북구 정자동","","30"
"경남","울산","3120010028","정자","울산스포츠과학중학교","울산광역시 북구 정자동","070-8255-5010","300"
"경남","울산","3120010042","송정","화봉초등학교","울산광역시 북구 화봉동","052-965-3014","3000"
"경남","울산","3120010042","송정","고헌초등학교","울산광역시 북구 송정동","052-282-0020","3000"
"경남","울산","3120010042","송정","농소버스공영차고지","울산광역시 북구 창평동","052-295-9001","1500"
"경남","울산","3120010042","송정","송정초등학교","울산광역시 북구 송정동","052-288-4624","2500"
"경남","울산","3171010085","문죽","청량중학교","울산광역시 울주군 청량면 상남리","052-988-6789","300"
"전남","곡성","4672010100","괴정","송강리 마을회관","전라남도 곡성군 겸면 송강리","",""
"전남","곡성","4672010126","봉정","곡성군청","전라남도 곡성군 곡성읍 읍내리","061-360-8204",""
"전남","곡성","4672010126","봉정","죽곡초등학교","전라남도 곡성군 죽곡면 태평리","061-362-4523","743"
"전남","곡성","4672010126","봉정","죽곡초등학교","전라남도 곡성군 죽곡면","061-362-4528",""
"전남","곡성","4672010013","구성","전남도청","전라남도 무안군 삼향읍","061-286-0900",""
"전남","곡성","4672010013","구성","침곡마을회관","전라남도 곡성군 오곡면 침곡리","061-363-2256","20"
"전남","곡성","4672010013","구성","오지7구리회관","전라남도 곡성군 오곡면 오지리","061-363-5778","20"
"전남","곡성","4672010013","구성","미산2구마을회관","전라남도 곡성군 오곡면 미산리","061-363-8746","15"
"전남","곡성","4672010013","구성","묘천1구경로당","전라남도 곡성군 곡성읍 묘천리","061-363-5267","7"
"전남","곡성","4672010013","구성","곡성중앙초등학교","전라남도 곡성군 곡성읍 읍내리","061-363-0102","1997"
"전남","곡성","4672010013","구성","곡성고등학교","전라남도 곡성군 곡성읍 읍내리","061-360-4600","2253"
"전남","곡성","4672010013","구성","곡성군청","전라남도 곡성군 곡성읍 읍내리","061-360-8652",""
"전남","곡성","4672010013","구성","침곡마을회관","전라남도 곡성군 오곡면 침곡리","061-363-2256","30"
"전남","곡성","4672010013","구성","묘촌1구경로당","전라남도 곡성군 곡성읍 묘천리","061-363-5267","30"
"전남","곡성","4672010013","구성","곡성중앙초등학교","전라남도 곡성군 곡성읍 읍내리","061-363-0102","200"
"전남","곡성","4672010013","구성","곡성고등학교","전라남도 곡성군 곡성읍 읍내리","061-363-3611","200"
"전남","곡성","4672010013","구성","오지7구리회관","전라남도 곡성군 오곡면 오지리","061-363-5778","30"
"전남","곡성","4672010013","구성","미산2구마을회관","전라남도 곡성군 오곡면 미산리","061-363-8746","30"
"전남","곡성","4672010013","구성","전남도청","전라남도 무안군 삼향읍","061-286-0900",""
"전남","곡성","4672010013","구성","광주지방기상청","광주광역시 북구 운암동","062-720-0355",""
"전남","곡성","4672010013","구성","KT곡성점","전라남도 곡성군 곡성읍 읍내리","061-381-0249",""
"전남","곡성","4672010023","금반","곡성경찰서","전라남도 곡성군 곡성읍","061-360-6256",""
"전남","곡성","4672010023","금반","겸면사무소","전라남도 곡성군 겸면","061-360-8031",""
