대피소명,소재지,전화번호,수용가능인원
영천경찰서,경상북도 영천시 금호읍 원제리,054-339-1224,
영천시청,경상북도 영천시,054-330-6000,
대구MBC,대구광역시 수성구,053-740-9500,
대구KBS,대구광역시 수성구,053-757-7100,
한국가스안전공사 대구경북지역본부,대구광역시 달서구,053-588-0019,
경상북도,경상북도 안동시 풍천면,054-880-3119,
지곡초등학교,경상북도 영천시 화남면 삼창리,054-337-3945,1775
오동마을회관,경상북도 영천시 화북면 오동리,0510-7470-2589,27
자천중학교,경상북도 영천시 화북면 자천리,054-337-6073,80
자천초등학교,경상북도 영천시 화북면 자천리,054-337-6013,80
영천전자고등학교,경상북도 영천시 화남면 삼창리,054-337-3504,2018
영천시청,경상북도 영천시 문외동,054-330-6919,
화북면사무소,경상북도 영천시 화북면,054-370-2525,
화북면사무소,경상북도 영천시 화북면,054-370-2525,
영천산동중학교,경상북도 영천시,054-337-3502,
영천전자고등학교,경상북도 영천시,054-337-1636,
화북면사무소,경상북도 영천시 화북면 자천리,054-339-7413,
자천초등학교,경상북도 영천시 화북면 자천리,054-337-6013,100
지곡초등학교,경상북도 영천시 화남면 삼창리,054-337-3941,33
영천소방서,경상북도 영천시,054-336-9214,
화남면사무소,경상북도 영천시 화남면,054-339-7532,
영천시청,경상북도 영천시 문외동,054-330-6919,
지곡초등학교,경상북도 영천시,054-337-3945,
중앙초등학교 화남분교장,경상북도 영천시 화남면,054-335-4752,247
TCN대구 CATV,대구광역시,053-617-1100,
영남일보,대구광역시,053-756-8877,
대구 MBC,대구광역시,053-740-9900,
대구 KBS,대구광역시,053-757-7400,
영천119안전센터,경상북도 영천시,055-570-9320,
지곡초등학교,경상북도 영천시 화남면,054-337-3941,
지곡초등학교,경상북도 영천시 화남면 삼창리,054-337-3945,1775
매산동 산3-6 외 6개리,경상북도 영천시 매산동,,290
매산동 산3-6 외 6개리,경상북도 영천시 매산동,,290
대천리 산34 외 6개리,경상북도 영천시 화남면 대천리,054-337-7212,300
중앙초등학교,경상북도 영천시 문내동,054-336-6028,367
풍기중교,경상북도 영주시 풍기읍 동부리,054-637-4872,731
영주여고,경상북도 영주시 하망동,054-639-1700,1843
영주동부초교,경상북도 영주시 휴천동,054-635-0030,2090
영광여중,경상북도 영주시 영주동,054-634-1621,793
영광중학교,경상북도 영주시 영주동,054-630-3100,1186
영주제일고교,경상북도 영주시 가흥동,054-635-4500,4499
단산중교,경상북도 영주시 단산면 옥대리,054-634-7289,377
대한광복공원,경상북도 영주시 풍기읍 산법리,054-639-5840,416
옥대초교,경상북도 영주시 단산면 옥대리,054-633-5007,468
안정초교,경상북도 영주시 안정면 신전리,054-634-5979,487
풍기초등학교,경상북도 영주시 풍기읍 성내리,054-636-8874,1758
풍기북부초교,경상북도 영주시 풍기읍 금계리,054-636-8512,489
금계중교,경상북도 영주시 풍기읍 금계리,054-636-8502,1115
영주대영중교,경상북도 영주시 휴천동,054-630-7702,1455
영주대영고교,경상북도 영주시 휴천동,054-630-7802,1465
선영여고,경상북도 영주시 휴천동,054-638-3622,1386
영주동산고교,경상북도 영주시 하망동,054-630-7510,854
영주고교,경상북도 영주시 하망동,054-632-6590,1588
영광고교,경상북도 영주시 상망동,054-633-6612,1768
영광여고,경상북도 영주시 영주동,054-634-5303,1638
영주중교,경상북도 영주시 휴천동,054-700-0505,2234
동부초교,경상북도 영주시 휴천동,054-635-0030,2090
중앙초교,경상북도 영주시 하망동,054-632-1438,1729
영주초교,경상북도 영주시 영주동,054-632-1073,1493
영주시민운동장,경상북도 영주시 가흥동,054-639-6695,2252
일원리노인정,경상북도 영주시 안정면 일원리,054-634-2930,36
동촌1리경로당,경상북도 영주시 안정면 동촌리,054-637-1448,29
동촌2리경로당,경상북도 영주시 안정면 동촌리,054-637-0890,40
대평리노인정,경상북도 영주시 안정면 대평리,054-637-1696,23
단촌2리마을회관,경상북도 영주시 안정면 단촌리,054-636-5449,20
미곡리마을회관,경상북도 영주시 풍기읍 미곡리,054-636-4753,34
안메끼실마을회관,경상북도 영주시 풍기읍 미곡리,054-631-6566,19
내죽1리복지관,경상북도 영주시 순흥면 내죽리,,62
안정초등학교,경상북도 영주시 안정면 신전리,054-634-5979,487
소수중학교,경상북도 영주시 순흥면 읍내리,054-633-2007,488
순흥초등학교,경상북도 영주시 순흥면 읍내리,054-633-2006,476
경상북도,경상북도 안동시 풍천면 갈전리,054-880-3119,
영주시청,경상북도 영주시 휴천동,054-639-6971,
동원1리마을회관,경상북도 영주시 단산면 동원리,054-632-0565,0
아지동청소년야영장,경상북도 영주시 아지동,054-637-2128,317
창진동마을회관,경상북도 영주시 창진동,054-632-0565,44
동원1리(구미)마을회관,경상북도 영주시 단산면 동원리,054-637-7727,28
구구3리(이목)마을회관,경상북도 영주시 단산면 구구리,054-637-0111,25
구구2리마을회관,경상북도 영주시 단산면 구구리,054-636-9959,34
단곡3리마을회관,경상북도 영주시 단산면 단곡리,,30
단곡2리마을회관,경상북도 영주시 단산면 단곡리,,35
단곡1리마을회관,경상북도 영주시 단산면 단곡리,,30
금호체육관,경상북도 영천시 금호읍 교대리,054-330-6514,643
주은혜교회,경상북도 영천시 금호읍 냉천리,,75
성천리 마을회관,경상북도 영천시 금호읍 성천리,,39
대미2리 경로당,경상북도 영천시 금호읍 대미리,,30
영천시청,경상북도 영천시 문외동,054-330-6919,
영천시청,경상북도 영천시 문외동,054-330-6919,
농산물 유통센타,경상북도 영천시 금호읍 덕성리,,242
금호읍 석섬리 외 12,경상북도 영천시 금호읍 석섬리,,2490
대구대학교,경상북도 경산시 진량읍 내리리,053-850-5000,1454
계당초등학교,경상북도 경산시 와촌면 계당리,054-852-0104,266
거여초등학교,경상북도 영천시 금호읍 관정리,054-336-2142,288
거여초등학교,경상북도 영천시 금호읍,054-336-2142,380
계당초등학교,경상북도 경산시 와촌면,053-852-0154,400
동부119안전센터,경상북도 영천시,054-334-2119,
와촌면사무소,경상북도 경산시 와촌면,053-804-7473,
경상북도청,경상북도 안동시,054-880-3119,
수심경로당,전라북도 군산시 성산면 여방리,063-453-0999,20
문화경로당,전라북도 군산시 나포면 옥곤리,,18
신촌경로당,전라북도 군산시 나포면 주곡리,,18
원부곡경로당,전라북도 군산시 나포면,,22
나포초등학교,전라북도 군산시 나포면,063-453-1044,535
나포중학교,전라북도 군산시 나포면,063-453-1008,466
삼성교회,전라북도 군산시 옥서면,063-475-2441,50
선연교회,전라북도 군산시 옥서면 선연리,063-471-2212,50
가나안교회,전라북도 군산시 옥서면 옥봉리,063-471-2081,50
옥봉초등학교,전라북도 군산시 옥서면,063-471-2017,1170
둔산제일교회,전라북도 군산시 옥구읍 어은리,063-471-3080,50
대원사,전라북도 군산시 옥구읍 선제리,063-464-8830,50
옥구교회,전라북도 군산시 옥구읍 선제리,063-464-8515,50
군산대학교,전라북도 군산시 미룡동,063-469-4113,50725
문창초등학교,전라북도 군산시 산북동,063-465-5008,140
백운중학교,전라북도 진안군 백운면,063-432-4742,485
백운초등학교,전라북도 진안군 백운면,063-432-6328,704
두원부락노인당,전라북도 진안군 백운면 반송리,063-433-9992,30
신덕마을회관,전라북도 진안군 마령면 덕천리,063-433-8899,30
중백마을회관,전라북도 진안군 백운면 백암리,063-433-5670,30
백운주민센터,전라북도 진안군 백운면,063-430-2495,57
마령주민센터,전라북도 진안군 마령면,063-432-6244,53
성수보건지소,전라북도 진안군 성수면,063-430-8851,10
마령고등학교,전라북도 진안군 마령면 평지리,063-432-2517,610
마령중학교,전라북도 진안군 마령면 평지리,063-432-3326,300
마령초등학교,전라북도 진안군 마령면 평지리,063-432-6330,260
KT영천지점,경상북도 영천시 완산동,054-333-0600,
석섬리267 외 13개소,경상북도 영천시 금호읍 석섬리,,3040
경북문화재연구원,경상북도 영천시 금호읍 원제리,070-7113-9011,393
영천소방서,경상북도 영천시 조교동,054-336-6800,
영천보건소,경상북도 영천시 문내동,054-339-7860,
강진군청,전라남도 강진군 강진읍 남성리,061-430-3844,
평덕마을회관,전라남도 강진군 군동면 쌍덕리,061-430-5531,
군동초등학교,전라남도 강진군 군동면 라천리,061-433-8950,
청람중학교,전라남도 강진군 군동면 라천리,061-430-8102,
청람중학교,전라남도 강진군 군동면 라천리,061-430-8102,1236
군동초등학교,전라남도 강진군 군동면 라천리,061-433-8950,637
하신마을회관,전라남도 강진군 군동면 쌍덕리,061-430-5531,27
강진경찰서,전라남도 강진군 강진읍 남성리,061-430-7256,
군동면사무소(2023),전라남도 강진군 군동면 라천리,061-430-5501,
강진군청(2023),전라남도 강진군 강진읍 남성리,061-430-3931,
군동면사무소,전라남도 강진군 군동면,061-430-5530,
강진군청,전라남도 강진군 강진읍,061-430-3920,
강진군청,전라남도 강진군 강진읍,061-430-3920,
하신마을회관,전라남도 강진군 군동면 삼신리,061-434-4844,20
평덕마을회관,전라남도 강진군 군동면 쌍덕리,061-433-9751,20
군동초등학교,전라남도 강진군 군동면 라천리,061-433-8950,150
청람중학교,전라남도 강진군 군동면 라천리,061-430-8102,150
고금면사무소,전라남도 완도군 고금면,061-550-6390,
완도군보건소,전라남도 완도군 완도읍,061-550-6720,
고금초등학교,전라남도 완도군 고금면 덕암리,061-553-5313,
완도경찰서,전라남도 완도군 완도읍,061-550-7330,
신전면사무소,전라남도 강진군 신전면 수양리,061-430-5621,
강진군청,전라남도 강진군 강진읍 남성리,061-430-3844,
신전면사무소,전라남도 강진군 신전면 수양리,061-430-5631,
신전면사무소,전라남도 강진군 신전면 수양리,061-430-5631,93
노해마을회관(2023),전라남도 강진군 신전면 용월리,061-433-1391,31
신전면사무소(2023),전라남도 강진군 신전면 수양리,061-430-5621,
완도청소년훈련원,전라남도 완도군 군외면 불목리,061-553-3844,501
강진읍사무소,전라남도 강진군 강진읍 서성리,061-430-5501,
강진군청,전라남도 강진군 강진읍 남성리,061-430-3844,
강진여자중학교,전라남도 강진군 강진읍 서성리,061-433-7803,800
강진읍사무소,전라남도 강진군 강진읍 남성리,061-430-5738,
강진군청,전라남도 강진군 강진읍 남성리,061-430-3844,
강진여자중학교(2023),전라남도 강진군 강진읍 서성리,061-433-7803,438
강진여중,전라남도 강진군 강진읍 서성리,061-432-8490,700
강진중학교,전라남도 강진군 강진읍,061-433-3977,800
성요셉고등학교,전라남도 강진군 강진읍 평동리,061-432-9242,800
강진북초등학교,전라남도 강진군 강진읍 춘전리,061-433-2866,500
북초등학교,전라남도 강진군 강진읍 춘전리,061-432-8490,500
강진여중,전라남도 강진군 강진읍 서성리,061-433-7803,700
죽산마을회관,전라남도 강진군 작천면 삼열리,061-430-5670,24
용정마을회관,전라남도 강진군 작천면 용상리,061-430-5670,30
강진군청,전라남도 강진군 강진읍 남성리,061-430-3844,
중고마을회관,전라남도 강진군 병영면 중고리,061-430-5694,15
신기마을회관,전라남도 강진군 작천면 내기리,061-430-5670,22
상당마을회관,전라남도 강진군 작천면 삼당리,061-430-5670,22
중당마을회관,전라남도 강진군 작천면 삼당리,061-430-5670,20
기동마을회관,전라남도 강진군 작천면 평기리,061-430-5670,46
이동마을회관,전라남도 강진군 작천면 삼열리,061-430-5670,24
박산마을회관,전라남도 강진군 작천면 현산리,061-430-5670,23
상당마을회관(2023),전라남도 강진군 작천면 삼당리,061-433-7768,22
